filename,class,x_bottom_right,y_bottom_right,x_top_left,y_top_left,x_bottom_left,y_bottom_left,x_top_right,y_top_right
screen_768x768_177.png,parkinglot,485.8247,81.85310000000004,448.0892,31.860000000000014,459.471,87.54409999999996,482.1474,25.118299999999977
screen_768x768_177.png,parkinglot,428.3896,93.84789999999998,384.1751,46.56910000000005,397.746,101.55259999999998,415.6068,39.12699999999995
screen_768x768_177.png,parkinglot,546.1489,446.9508,505.2616,396.7827,517.6941,452.9043,534.4167,390.6538
screen_768x768_177.png,parkinglot,659.0928,419.3713,619.256,371.1295,632.0388,426.8134,647.4482,364.1252
screen_768x768_177.png,parkinglot,745.3330000000001,399.5844,703.9202,351.0799,717.2283,406.2384,730.6239,343.8129
screen_768x768_177.png,parkinglot,601.9205,433.5552,563.0468,382.8617,576.1796,438.4582,591.0637,377.6086
screen_768x768_177.png,parkinglot,495.5432,648.1487,453.3423,599.819,465.2495,655.0653,484.1612,593.4277999999999
screen_768x768_177.png,parkinglot,632.2139,427.2513,590.451,377.1708,602.183,433.0298,618.3805,370.1664
screen_768x768_177.png,parkinglot,464.5492,654.6276,423.9243,605.9478,433.4676,661.7194,453.3423,599.9067
screen_768x768_177.png,parkinglot,527.325,641.4946,485.2993,593.1650999999999,493.792,649.1116,517.7816,586.4233
screen_768x768_177.png,parkinglot,574.9540000000001,440.9096,533.8915,390.8291,546.499,446.33799999999997,562.6089,383.5621
screen_768x768_201.png,parkinglot,,,,,,,,
screen_768x768_211.png,parkinglot,,,,,,,,
screen_768x768_33.png,parkinglot,,,,,,,,
screen_768x768_23.png,parkinglot,,,,,,,,
screen_768x768_51.png,parkinglot,,,,,,,,
screen_768x768_41.png,parkinglot,,,,,,,,
screen_768x768_263.png,parkinglot,,,,,,,,
screen_768x768_273.png,parkinglot,488.9766,269.6548,535.2922,225.0027,480.2213,238.66099999999994,543.6974,256.4344
screen_768x768_273.png,parkinglot,505.0863,328.3159,549.0382,285.7648,495.3679,299.0728,559.6321,314.0447
screen_768x768_273.png,parkinglot,518.3945,387.0643,565.0604,343.9005,511.5654,357.9088,572.8527,372.2676
screen_768x768_273.png,parkinglot,511.6528,357.2961,558.4939,314.92,504.5611,326.8272,566.1111,342.5868
screen_768x768_273.png,parkinglot,480.7465,238.83630000000005,528.9009,196.81039999999996,474.0049,211.25670000000002,535.4674,225.35300000000007
screen_768x768_273.png,parkinglot,458.68300000000005,152.68349999999998,507.3627,112.05880000000002,451.5037,125.19190000000003,513.4915,139.28779999999995
screen_768x768_273.png,parkinglot,465.2495,181.66380000000004,513.1412,137.62429999999995,457.8074,152.94619999999998,519.6202,166.4294
screen_768x768_273.png,parkinglot,474.6178,211.78199999999993,519.6202,166.07900000000006,464.9869,182.53920000000005,529.2511,198.03639999999996
screen_768x768_273.png,parkinglot,495.3679,297.847,542.2090000000001,255.55880000000002,488.8889,270.3552,550.264,285.50199999999995
screen_768x768_105.png,parkinglot,,,,,,,,
screen_768x768_115.png,parkinglot,,,,,,,,
screen_768x768_123.png,parkinglot,540.9832,442.2228,496.2435,392.405,510.6898,448.3517,527.2374,385.9261
screen_768x768_123.png,parkinglot,572.2399,433.1174,527.325,385.9261,540.5456,441.6101,559.6321,379.1844
screen_768x768_123.png,parkinglot,711.5374,422.0858,697.7039,359.8353,687.8981,414.9938,733.4258,370.3415
screen_768x768_123.png,parkinglot,633.9651,420.1595,589.4005,371.6548,603.4088,427.3389,623.1084,364.2128
screen_768x768_123.png,parkinglot,686.2344,414.6436,657.2543,357.4712,661.4569,414.7311,697.5288,360.0978
screen_768x768_123.png,parkinglot,509.8142,448.7019,467.2633,398.4461,481.0967,456.2315,496.5062,392.3174
screen_768x768_123.png,parkinglot,660.9315,414.5562,623.196,364.56300000000005,634.5779,420.2471,657.2543,357.8214
screen_768x768_123.png,parkinglot,603.4964,426.5509,559.2819999999999,379.2721,572.8528,434.2556,590.7137,371.83
screen_768x768_133.png,parkinglot,71.87217,726.68399,32.122859999999996,677.82912,44.11759,733.25052,59.52711,670.38714
screen_768x768_133.png,parkinglot,44.90572,732.28745,3.492828,683.78291,16.80096,738.9414400000001,30.196559999999998,676.51586
screen_768x768_133.png,parkinglot,97.6127,719.94237,59.00185,671.61292,71.78455,727.47196,86.75626,664.6961
screen_768x768_77.png,parkinglot,209.0682,763.894135,209.9437,701.46858,186.2168,756.80235,243.4767,723.09428
screen_768x768_77.png,parkinglot,186.2168,754.78876,172.3833,692.53828,162.5775,747.69681,208.1052,703.04453
screen_768x768_77.png,parkinglot,108.6445,752.86246,64.07986,704.35778,78.08821,760.04187,97.7878,696.9158
screen_768x768_77.png,parkinglot,160.9139,747.34662,131.9337,690.17418,136.1363,747.4341,172.2083,692.80083
screen_768x768_77.png,parkinglot,135.611,747.25916,97.87541,697.26597,109.2573,752.95008,131.9337,690.52437
screen_768x768_77.png,parkinglot,78.17583,759.253899,33.96135,711.97513,47.53221,766.958588,65.39312,704.53301
screen_768x768_67.png,parkinglot,,,,,,,,
screen_768x768_245.png,parkinglot,,,,,,,,
screen_768x768_255.png,parkinglot,,,,,,,,
screen_768x768_237.png,parkinglot,71.87217,61.27779999999996,32.122859999999996,12.423000000000002,44.11759,67.84439999999995,59.52711,4.981000000000108
screen_768x768_237.png,parkinglot,44.90572,66.88130000000001,3.492828,18.376700000000028,16.80096,73.5353,30.196559999999998,11.109699999999975
screen_768x768_15.png,parkinglot,,,,,,,,
screen_768x768_141.png,parkinglot,,,,,,,,
screen_768x768_151.png,parkinglot,,,,,,,,
screen_768x768_48.png,parkinglot,,,,,,,,
screen_768x768_58.png,parkinglot,,,,,,,,
screen_768x768_302.png,parkinglot,,,,,,,,
screen_768x768_312.png,parkinglot,,,,,,,,
screen_768x768_93.png,parkinglot,,,,,,,,
screen_768x768_83.png,parkinglot,,,,,,,,
screen_768x768_218.png,parkinglot,,,,,,,,
screen_768x768_208.png,parkinglot,,,,,,,,
screen_768x768_132.png,parkinglot,159.4255,726.68399,119.6762,677.82912,131.6709,733.25052,147.0804,670.38714
screen_768x768_132.png,parkinglot,103.3038,738.4161799999999,63.204280000000004,689.5613,75.19901,747.259,92.62214,684.13293
screen_768x768_132.png,parkinglot,76.33733000000001,745.77068,33.96151,695.69019,47.96986,753.47534,62.59124,690.43689
screen_768x768_132.png,parkinglot,46.21882,752.07433,6.382027,703.8325,19.16489,759.516449,34.57425,696.82819
screen_768x768_132.png,parkinglot,132.4591,732.28745,91.04616999999999,683.78291,104.3543,738.9414400000001,117.7499,676.51586
screen_768x768_132.png,parkinglot,185.166,719.94237,146.5552,671.61292,159.3379,727.47196,174.3096,664.6961
screen_768x768_122.png,parkinglot,628.5366,442.2228,583.7969,392.405,598.2432,448.3517,614.7908,385.9261
screen_768x768_122.png,parkinglot,659.7933,433.1174,614.8783,385.9261,628.0989,441.6101,647.1854,379.1844
screen_768x768_122.png,parkinglot,721.5185,420.1595,676.9539,371.6548,690.9622,427.3389,710.6617,364.2128
screen_768x768_122.png,parkinglot,597.3676,448.7019,554.8167,398.4461,568.65,456.2315,584.0596,392.3174
screen_768x768_122.png,parkinglot,748.4849,414.5562,710.7493,364.56300000000005,722.1312,420.2471,744.8076,357.8214
screen_768x768_122.png,parkinglot,691.0498,426.5509,646.8353,379.2721,660.4061,434.2556,678.2671,371.83
screen_768x768_254.png,parkinglot,,,,,,,,
screen_768x768_244.png,parkinglot,,,,,,,,
screen_768x768_66.png,parkinglot,,,,,,,,
screen_768x768_76.png,parkinglot,296.6217,763.894135,297.4972,701.46858,273.7703,756.80235,331.0302,723.09428
screen_768x768_76.png,parkinglot,273.7703,754.78876,259.9368,692.53828,250.13099999999997,747.69681,295.6587,703.04453
screen_768x768_76.png,parkinglot,196.19799999999998,752.86246,151.6334,704.35778,165.6417,760.04187,185.3413,696.9158
screen_768x768_76.png,parkinglot,248.4674,747.34662,219.4872,690.17418,223.6897,747.4341,259.7617,692.80083
screen_768x768_76.png,parkinglot,223.1645,747.25916,185.4289,697.26597,196.8108,752.95008,219.4872,690.52437
screen_768x768_76.png,parkinglot,165.7294,759.253899,121.5149,711.97513,135.0857,766.958588,152.9466,704.53301
screen_768x768_14.png,parkinglot,,,,,,,,
screen_768x768_236.png,parkinglot,159.4255,61.27779999999996,119.6762,12.423000000000002,131.6709,67.84439999999995,147.0804,4.981000000000108
screen_768x768_236.png,parkinglot,129.6572,207.4919,70.64639,186.12900000000002,103.829,233.40769999999998,91.3965,168.35569999999996
screen_768x768_236.png,parkinglot,103.3038,73.00999999999999,63.204280000000004,24.155200000000036,75.19901,81.8528,92.62214,18.726800000000026
screen_768x768_236.png,parkinglot,76.33733000000001,80.36450000000002,33.96151,30.283999999999992,47.96986,88.06920000000002,62.59124,25.0308
screen_768x768_236.png,parkinglot,106.1054,231.83180000000004,44.5554,206.17870000000005,76.77512,250.39319999999998,69.333,187.96770000000004
screen_768x768_236.png,parkinglot,78.17599,251.18100000000004,19.77761,224.12720000000002,50.859190000000005,269.1297,45.60608,205.2156
screen_768x768_236.png,parkinglot,46.21882,86.66819999999996,6.382027,38.42629999999997,19.16489,94.11030000000005,34.57425,31.422000000000025
screen_768x768_236.png,parkinglot,132.4591,66.88130000000001,91.04616999999999,18.376700000000028,104.3543,73.5353,117.7499,11.109699999999975
screen_768x768_150.png,parkinglot,,,,,,,,
screen_768x768_140.png,parkinglot,,,,,,,,
screen_768x768_313.png,parkinglot,,,,,,,,
screen_768x768_303.png,parkinglot,,,,,,,,
screen_768x768_59.png,parkinglot,,,,,,,,
screen_768x768_49.png,parkinglot,,,,,,,,
screen_768x768_209.png,parkinglot,,,,,,,,
screen_768x768_219.png,parkinglot,664.0834,602.3578,710.3992,557.7057,655.3281,571.364,718.8043,589.1375
screen_768x768_219.png,parkinglot,680.1932,661.0189,724.145,618.4678,670.4748,631.7758,734.7389999999999,646.7477
screen_768x768_219.png,parkinglot,693.5015,719.76727,740.1672,676.6034999999999,686.6722,690.61182,747.9596,704.97066
screen_768x768_219.png,parkinglot,686.7597,689.99911,733.6008,647.623,679.6679,659.5302,741.2180000000001,675.28979
screen_768x768_219.png,parkinglot,655.8534,571.5391999999999,704.0078,529.5135,649.1117,543.9597,710.5743,558.056
screen_768x768_219.png,parkinglot,633.7899,485.3865,682.4696,444.7618,626.6105,457.8949,688.5983,471.9908
screen_768x768_219.png,parkinglot,640.3564,514.3668,688.2482,470.3273,632.9143,485.6492,694.7272,499.1324
screen_768x768_219.png,parkinglot,649.7247,544.485,694.7272,498.782,640.0938,515.2423,704.3579,530.7393999999999
screen_768x768_219.png,parkinglot,670.4748,630.55,717.3159,588.2619,663.9958,603.0581999999999,725.3708,618.205
screen_768x768_82.png,parkinglot,,,,,,,,
screen_768x768_92.png,parkinglot,,,,,,,,
screen_768x768_296.png,parkinglot,,,,,,,,
screen_768x768_286.png,parkinglot,,,,,,,,
screen_768x768_357.png,parkinglot,,,,,,,,
screen_768x768_347.png,parkinglot,41.31585,494.1418,33.34847,436.0065,14.26179,487.83799999999997,54.273669999999996,440.1216
screen_768x768_347.png,parkinglot,70.29607,500.0958,54.361290000000004,439.6835,40.26501,495.5425,81.06519,444.8495
screen_768x768_347.png,parkinglot,98.40066999999999,506.2243,79.66418,445.7247,70.29607,495.893,110.9207,452.55400000000003
screen_768x768_347.png,parkinglot,123.9661,512.7907,111.3585,452.55400000000003,97.43745,505.2611,136.5737,456.9317
screen_768x768_347.png,parkinglot,150.3198,520.8457,138.0624,457.8949,124.4915,512.6158,167.1302,468.051
screen_768x768_347.png,parkinglot,172.9089,529.9513,168.1808,467.5258,149.0067,522.1591,192.2581,482.0596
screen_768x768_347.png,parkinglot,286.5528,587.211,285.6772,522.8592,259.8492,574.8659,311.6808,539.8448
screen_768x768_347.png,parkinglot,315.3581,601.2197,313.257,538.0063,286.2903,587.8241,340.2232,553.6782000000001
screen_768x768_347.png,parkinglot,344.7758,618.205,341.6242,552.4524,314.7451,603.0581999999999,369.8164,569.7003
screen_768x768_347.png,parkinglot,373.4934,632.2136,371.7426,567.9494,344.5132,619.5184,396.9578,583.0086
screen_768x768_347.png,parkinglot,403.5245,646.9226,400.1973,582.3958,372.6181,633.2642,428.7397,598.3306
screen_768x768_347.png,parkinglot,432.8546,661.1938,429.4401,598.3306,403.2619,648.2357,454.6556,613.8273
screen_768x768_347.png,parkinglot,462.3605,675.63998,458.3327,611.6386,430.8411,662.9447,486.1747,629.0617
screen_768x768_347.png,parkinglot,489.4142,691.57462,487.5754,628.6239,461.1344,677.74134,515.0673,640.3559
screen_768x768_149.png,parkinglot,,,,,,,,
screen_768x768_7.png,parkinglot,,,,,,,,
screen_768x768_159.png,parkinglot,,,,,,,,
screen_768x768_335.png,parkinglot,,,,,,,,
screen_768x768_325.png,parkinglot,518.3945,54.36130000000003,565.0604,11.197499999999991,511.5654,25.205799999999954,572.8527,39.564700000000016
screen_768x768_192.png,parkinglot,,,,,,,,
screen_768x768_182.png,parkinglot,334.5324,393.981,294.7831,345.1261,306.7778,400.5475,322.1873,337.6841
screen_768x768_182.png,parkinglot,140.0761,117.83749999999998,156.6238,57.77589999999998,120.0265,100.50199999999995,182.8023,81.50279999999998
screen_768x768_182.png,parkinglot,304.7641,540.1951,245.7533,518.8321,278.9359,566.1109,266.5034,501.0588
screen_768x768_182.png,parkinglot,121.5149,98.4882,122.3903,36.062599999999975,98.66338,91.39639999999997,155.9233,57.68830000000003
screen_768x768_182.png,parkinglot,98.66338,89.38279999999997,84.82996999999999,27.132299999999987,75.02408,82.29079999999999,120.5518,37.63850000000002
screen_768x768_182.png,parkinglot,51.7348,458.8581,11.54782,408.4273,23.89275,464.6367,38.60175,402.8238
screen_768x768_182.png,parkinglot,278.4106,405.7132,238.3111,356.8583,250.3059,414.556,267.72900000000004,351.4299
screen_768x768_182.png,parkinglot,226.4913,603.0585,174.0469,566.7238,188.93099999999998,621.357,194.6219,554.9043
screen_768x768_182.png,parkinglot,73.3605,81.94060000000002,44.3803,24.76819999999998,48.58289,82.0281,84.6549,27.394900000000007
screen_768x768_182.png,parkinglot,188.8435,620.8317999999999,144.1913,572.9401,156.2736,628.1864,172.2959,566.0236
screen_768x768_182.png,parkinglot,122.3903,634.6653,81.06519,586.1605999999999,90.43343,641.9322,110.3081,580.1195
screen_768x768_182.png,parkinglot,251.4442,413.0677,209.0684,362.9872,223.0767,420.7724,237.6981,357.7339
screen_768x768_182.png,parkinglot,154.8728,627.9236,112.49700000000001,579.5943,122.5656,635.1906,142.1775,573.4655
screen_768x768_182.png,parkinglot,281.2122,564.5349,219.6622,538.8819,251.882,583.0963,244.4398,520.6708
screen_768x768_182.png,parkinglot,253.2829,583.8842,194.8845,556.8304,225.9661,601.8329,220.713,537.9188
screen_768x768_182.png,parkinglot,80.89009,452.7294,38.86446,402.7364,51.559709999999995,458.8581,68.28248,396.6076
screen_768x768_182.png,parkinglot,48.057629999999996,81.85310000000004,10.32204,31.860000000000014,21.7039,87.54409999999996,44.3803,25.118299999999977
screen_768x768_182.png,parkinglot,108.3818,446.9508,67.49448000000001,396.7827,79.92702,452.9043,96.64964,390.6538
screen_768x768_182.png,parkinglot,221.3257,419.3713,181.4889,371.1295,194.2717,426.8134,209.6811,364.1252
screen_768x768_182.png,parkinglot,307.5659,399.5844,266.153,351.0799,279.4612,406.2384,292.8568,343.8129
screen_768x768_182.png,parkinglot,164.1534,433.5552,125.2797,382.8617,138.4126,438.4582,153.2967,377.6086
screen_768x768_182.png,parkinglot,57.77607,648.1487,15.57518,599.819,27.482459999999996,655.0653,46.39405,593.4277999999999
screen_768x768_182.png,parkinglot,194.4468,427.2513,152.6839,377.1708,164.4159,433.0298,180.6134,370.1664
screen_768x768_182.png,parkinglot,360.2729,387.2394,321.66200000000003,338.9099,334.4448,394.769,349.4165,331.99300000000005
screen_768x768_182.png,parkinglot,89.55785,641.4946,47.53221,593.1650999999999,56.02486999999999,649.1116,80.0145,586.4233
screen_768x768_182.png,parkinglot,137.187,440.9096,96.12437,390.8291,108.73200000000001,446.33799999999997,124.8419,383.5621
screen_768x768_176.png,parkinglot,453.4297,109.51980000000003,408.69,59.702,423.1363,115.64869999999996,439.6839,53.223100000000045
screen_768x768_176.png,parkinglot,665.3966,117.83749999999998,681.9443,57.77589999999998,645.347,100.50199999999995,708.1227,81.50279999999998
screen_768x768_176.png,parkinglot,484.6864,100.4144,439.7714,53.223100000000045,452.9921,108.90710000000001,472.0786,46.48140000000001
screen_768x768_176.png,parkinglot,646.8353,98.4882,647.7108,36.062599999999975,623.9838,91.39639999999997,681.2437,57.68830000000003
screen_768x768_176.png,parkinglot,623.9838,89.38279999999997,610.1505,27.132299999999987,600.3445,82.29079999999999,645.8722,37.63850000000002
screen_768x768_176.png,parkinglot,577.0552,458.8581,536.8683,408.4273,549.2132,464.6367,563.9222,402.8238
screen_768x768_176.png,parkinglot,546.4116,87.4565,501.847,38.95180000000005,515.8553,94.63589999999999,535.5549,31.50980000000004
screen_768x768_176.png,parkinglot,751.8118,603.0585,699.3674,566.7238,714.2515,621.357,719.9424,554.9043
screen_768x768_176.png,parkinglot,598.681,81.94060000000002,569.7007,24.76819999999998,573.9033,82.0281,609.9753,27.394900000000007
screen_768x768_176.png,parkinglot,714.1639,620.8317999999999,669.5117,572.9401,681.5941,628.1864,697.6163,566.0236
screen_768x768_176.png,parkinglot,647.7108,634.6653,606.3856,586.1605999999999,615.7539,641.9322,635.6285,580.1195
screen_768x768_176.png,parkinglot,422.2607,115.99890000000005,379.7098,65.7432,393.5432,123.52840000000003,408.9527,59.614400000000046
screen_768x768_176.png,parkinglot,680.1932,627.9236,637.8174,579.5943,647.886,635.1906,667.4979,573.4655
screen_768x768_176.png,parkinglot,606.2106,452.7294,564.1849,402.7364,576.8802,458.8581,593.6029,396.6076
screen_768x768_176.png,parkinglot,573.3781,81.85310000000004,535.6425,31.860000000000014,547.0244,87.54409999999996,569.7007,25.118299999999977
screen_768x768_176.png,parkinglot,515.9429,93.84789999999998,471.7285,46.56910000000005,485.2993,101.55259999999998,503.1602,39.12699999999995
screen_768x768_176.png,parkinglot,633.7023,446.9508,592.8149,396.7827,605.2475,452.9043,621.9701,390.6538
screen_768x768_176.png,parkinglot,746.6461,419.3713,706.8093,371.1295,719.5922,426.8134,735.0016,364.1252
screen_768x768_176.png,parkinglot,689.4739,433.5552,650.6001,382.8617,663.7330000000001,438.4582,678.6171,377.6086
screen_768x768_176.png,parkinglot,583.0966,648.1487,540.8956,599.819,552.8029,655.0653,571.7145,593.4277999999999
screen_768x768_176.png,parkinglot,719.7673,427.2513,678.0043,377.1708,689.7365,433.0298,705.9339,370.1664
screen_768x768_176.png,parkinglot,552.1025,654.6276,511.4776,605.9478,521.0209,661.7194,540.8956,599.9067
screen_768x768_176.png,parkinglot,614.8783,641.4946,572.8527,593.1650999999999,581.3453,649.1116,605.335,586.4233
screen_768x768_176.png,parkinglot,662.5073,440.9096,621.4448,390.8291,634.0524,446.33799999999997,650.1623,383.5621
screen_768x768_166.png,parkinglot,,,,,,,,
screen_768x768_22.png,parkinglot,,,,,,,,
screen_768x768_32.png,parkinglot,,,,,,,,
screen_768x768_210.png,parkinglot,,,,,,,,
screen_768x768_200.png,parkinglot,,,,,,,,
screen_768x768_272.png,parkinglot,576.53,269.6548,622.8457,225.0027,567.7747,238.66099999999994,631.2509,256.4344
screen_768x768_272.png,parkinglot,592.6398,328.3159,636.5916,285.7648,582.9213,299.0728,647.1855,314.0447
screen_768x768_272.png,parkinglot,605.948,387.0643,652.6138,343.9005,599.1188,357.9088,660.4061,372.2676
screen_768x768_272.png,parkinglot,599.2063,357.2961,646.0474,314.92,592.1145,326.8272,653.6646,342.5868
screen_768x768_272.png,parkinglot,568.2999,238.83630000000005,616.4543,196.81039999999996,561.5583,211.25670000000002,623.0209,225.35300000000007
screen_768x768_272.png,parkinglot,546.2365,152.68349999999998,594.9161,112.05880000000002,539.0571,125.19190000000003,601.0449,139.28779999999995
screen_768x768_272.png,parkinglot,552.803,181.66380000000004,600.6947,137.62429999999995,545.3608,152.94619999999998,607.1737,166.4294
screen_768x768_272.png,parkinglot,562.1713,211.78199999999993,607.1737,166.07900000000006,552.5403,182.53920000000005,616.8045,198.03639999999996
screen_768x768_272.png,parkinglot,582.9213,297.847,629.7625,255.55880000000002,576.4424,270.3552,637.8174,285.50199999999995
screen_768x768_262.png,parkinglot,,,,,,,,
screen_768x768_40.png,parkinglot,,,,,,,,
screen_768x768_50.png,parkinglot,,,,,,,,
screen_768x768_114.png,parkinglot,,,,,,,,
screen_768x768_104.png,parkinglot,,,,,,,,
screen_768x768_142.png,parkinglot,,,,,,,,
screen_768x768_152.png,parkinglot,,,,,,,,
screen_768x768_234.png,parkinglot,334.5324,61.27779999999996,294.7831,12.423000000000002,306.7778,67.84439999999995,322.1873,4.981000000000108
screen_768x768_234.png,parkinglot,304.7641,207.4919,245.7533,186.12900000000002,278.9359,233.40769999999998,266.5034,168.35569999999996
screen_768x768_234.png,parkinglot,51.7348,126.15499999999997,11.54782,75.72410000000002,23.89275,131.93349999999998,38.60175,70.12070000000006
